080 108 104 008 001
assets/sprites/tilesets/tileset-23.png
000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003
013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016
026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029
039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042
000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003
013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 032 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016
026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 032 032 032 032 024 025 024 025 024 025 024 025 024 025 024 025 024 025 024 025 024 025 024 025 024 025 024 025 032 032 032 032 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029
039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 032 032 032 102 037 038 037 038 037 038 037 038 037 038 037 038 037 038 037 038 037 038 037 038 037 038 037 038 102 032 032 032 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042
000 001 002 003 000 001 002 003 000 001 002 003 032 032 032 032 032 032 032 032 032 032 077 089 056 057 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 089 077 032 032 032 032 032 032 032 032 032 032 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003
013 014 015 016 013 014 015 016 013 014 015 016 032 032 032 032 032 032 032 032 032 032 090 089 069 070 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 089 090 032 032 032 032 032 032 032 032 032 032 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016
026 027 028 029 026 027 028 029 026 027 028 029 032 032 032 032 024 025 024 025 024 025 103 089 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 089 103 024 025 024 025 032 032 032 032 032 032 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029
039 040 041 042 039 040 041 042 039 040 041 042 032 032 032 102 037 038 037 038 037 038 102 089 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 089 102 037 038 037 038 102 102 102 032 032 032 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042
000 001 002 003 000 001 002 003 032 032 032 032 032 032 077 089 091 092 091 092 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 091 092 091 092 089 077 032 032 032 032 032 032 000 001 002 003 000 001 002 003 000 001 002 003 000 001 002 003
013 014 015 016 013 014 015 016 032 032 032 032 032 032 090 089 094 091 094 091 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 094 091 094 091 089 090 032 032 032 032 032 032 013 014 015 016 013 014 015 016 013 014 015 016 013 014 015 016
026 027 028 029 026 027 028 029 032 032 032 032 024 025 103 089 091 092 091 092 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 091 092 091 092 089 103 024 025 032 032 032 032 026 027 028 029 026 027 028 029 026 027 028 029 026 027 028 029
039 040 041 042 039 040 041 042 032 032 032 102 037 038 102 089 094 091 094 091 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 094 091 094 091 089 102 037 038 102 032 032 032 039 040 041 042 039 040 041 042 039 040 041 042 039 040 041 042
000 001 002 003 032 032 032 032 032 032 077 089 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 089 077 032 032 032 032 032 032 000 001 002 003 000 001 002 003 000 001 002 003
013 014 015 016 032 032 032 032 032 032 090 089 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 089 090 032 032 032 032 032 032 013 014 015 016 013 014 015 016 013 014 015 016
026 027 028 029 032 032 032 032 024 025 103 089 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 089 103 024 025 032 032 032 032 026 027 028 029 026 027 028 029 026 027 028 029
039 040 041 042 032 032 032 102 037 038 102 089 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 089 102 037 038 102 032 032 032 039 040 041 042 039 040 041 042 039 040 041 042
032 032 032 032 032 032 077 089 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 089 077 032 032 032 032 032 032 000 001 002 003 000 001 002 003
032 032 032 032 032 032 090 089 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 089 090 032 032 032 032 032 032 013 014 015 016 013 014 015 016
032 032 032 032 024 025 103 089 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 089 103 024 025 032 032 032 032 026 027 028 029 026 027 028 029
032 032 032 102 037 038 102 089 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 089 102 037 038 102 032 032 032 039 040 041 042 039 040 041 042
032 032 077 089 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 089 077 032 032 000 001 002 003 000 001 002 003
032 032 090 089 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 089 090 032 032 013 014 015 016 013 014 015 016
032 032 090 089 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 089 103 024 025 026 027 028 029 026 027 028 029
032 032 103 089 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 089 102 037 038 039 040 041 042 039 040 041 042
032 032 077 089 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 091 046 046 046 046 046 046 091 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 008 009 009 009 009 009 009 009 009 009 009 010
032 032 090 089 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 046 046 006 006 006 006 046 046 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 021 022 022 022 022 022 022 022 022 022 022 023
032 032 090 089 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 046 006 006 006 006 006 006 046 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 021 022 022 022 022 022 022 022 022 022 022 023
032 032 103 089 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 046 006 006 006 006 006 006 046 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 021 022 022 022 022 022 022 022 022 022 022 023
032 032 077 089 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 091 046 046 046 046 006 006 006 006 006 006 046 046 046 046 091 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 021 022 022 022 022 022 022 022 022 022 022 023
032 032 090 089 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 046 046 006 006 006 006 006 006 006 006 006 006 006 006 046 046 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 034 035 035 035 035 035 035 035 035 035 035 036
032 032 090 089 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 091 092 091 092 046 006 006 006 006 006 006 006 006 006 006 006 006 006 006 046 091 092 091 092 091 092 091 092 030 031 030 031 030 031 030 031 030 031 030 031 091 092 091 092 047 048 048 048 048 048 048 048 048 048 048 049
032 032 103 089 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 094 091 094 091 046 006 006 006 006 006 006 006 006 006 006 006 006 006 006 046 094 091 094 091 094 091 094 091 043 044 043 044 043 044 043 044 043 044 043 044 094 091 094 091 047 048 048 048 048 048 048 048 048 048 048 049
032 032 077 089 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 046 046 046 046 046 006 006 006 006 006 006 019 019 006 006 006 006 006 006 046 046 046 046 046 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 012 012 047 048 048 048 048 048 048 048 048 048 048 049
032 032 090 089 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 046 006 006 006 006 006 006 006 006 006 019 004 005 019 006 006 006 006 006 006 006 006 006 046 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 012 012 047 048 048 048 048 048 048 048 048 048 048 049
032 032 090 089 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 046 006 006 006 006 006 006 006 006 006 019 017 018 019 006 006 006 006 006 006 006 006 006 046 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 012 012 047 048 048 048 048 048 048 048 048 048 048 049
032 032 103 089 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 046 046 046 046 046 006 006 006 006 006 006 019 019 006 006 006 006 006 006 046 046 046 046 046 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 012 012 060 061 061 061 061 061 061 061 061 061 061 062
032 032 077 089 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 091 092 091 092 046 006 006 006 006 006 006 006 006 006 006 006 006 006 006 046 091 092 091 092 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 089 102 050 051 000 001 002 003 000 001 002 003
032 032 090 089 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 094 091 094 091 046 006 006 006 006 006 006 006 006 006 006 006 006 006 006 046 094 091 094 091 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 089 077 063 064 013 014 015 016 013 014 015 016
032 032 090 089 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 091 092 091 092 046 046 006 006 006 006 006 006 006 006 006 006 006 006 046 046 091 092 091 092 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 089 090 032 032 026 027 028 029 026 027 028 029
032 032 103 089 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 094 091 094 091 091 046 046 046 046 006 006 006 006 006 006 046 046 046 046 091 094 091 094 091 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 089 103 032 032 039 040 041 042 039 040 041 042
032 032 077 089 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 091 092 091 092 046 006 006 006 006 006 006 046 091 092 091 092 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 089 077 032 032 000 001 002 003 000 001 002 003
032 032 090 089 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 094 091 094 091 046 006 006 006 006 006 006 046 094 091 094 091 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 089 090 032 032 013 014 015 016 013 014 015 016
032 032 090 089 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 091 092 091 092 046 046 006 006 006 006 046 046 091 092 091 092 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 089 090 032 032 026 027 028 029 026 027 028 029
032 032 103 089 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 094 091 094 091 091 046 046 046 046 046 046 091 094 091 094 091 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 089 103 032 032 039 040 041 042 039 040 041 042
032 032 077 089 091 092 091 092 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 091 092 091 092 089 077 032 032 000 001 002 003 000 001 002 003
032 032 090 089 094 091 094 091 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 094 091 094 091 089 090 032 032 013 014 015 016 013 014 015 016
032 032 090 089 091 092 091 092 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 091 092 091 092 091 092 091 092 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 091 092 091 092 089 090 032 032 026 027 028 029 026 027 028 029
032 032 103 089 094 091 094 091 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 094 091 094 091 094 091 094 091 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 094 091 094 091 089 103 032 032 039 040 041 042 039 040 041 042
032 032 032 102 050 051 102 089 091 092 091 092 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 091 092 091 092 089 102 050 051 102 032 032 032 000 001 002 003 000 001 002 003
032 032 032 032 063 064 077 089 094 091 094 091 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 094 091 094 091 089 077 063 064 032 032 032 032 013 014 015 016 013 014 015 016
032 032 032 032 032 032 090 089 091 092 091 092 091 092 091 092 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 091 092 091 092 091 092 091 092 089 090 032 032 032 032 032 032 026 027 028 029 026 027 028 029
032 032 032 032 032 032 103 089 094 091 094 091 094 091 094 091 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 045 094 091 094 091 094 091 094 091 089 103 032 032 032 032 032 032 039 040 041 042 039 040 041 042
